property1,property2,property3,property4,property6,property7,index,url
"Cambrai, Cathédrale Notre-Dame",,1000,0,50.17219925,3.233330011,449,http://mappinggothic.org/building/1100
"Cappelle-Brouck, Église Saint-Jacques-le-Majeur",,1160,,50.90169907,2.22145009,450,http://mappinggothic.org/building/1101
"Carcassonne, Église Saint-Nazaire",,,,43.20529938,2.362999916,451,http://mappinggothic.org/building/1102
"Chablis, Église Saint-Martin",Église Saint-Martin,1212,,47.81616592,3.799890041,452,http://mappinggothic.org/building/1103
"Champcueil, Église de l’Assomption",,,,48.51470184,2.4458251,453,http://mappinggothic.org/building/1104
"Champigny-sur-Marne, Église Saint-Saturnin",,1160,,48.81240082,2.512239933,454,http://mappinggothic.org/building/1105
"Chars, Église Saint-Sulpice",Église Saint-Sulpice,1170,,49.16049957,1.939910054,455,http://mappinggothic.org/building/1106
"Chartres, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1194,0,48.44779968,1.487773418,456,http://mappinggothic.org/building/1107
"Chartres, Église Saint-Père-en-Vallée",Église Saint-Père-en-Vallée,1140,,48.44380188,1.492740035,457,http://mappinggothic.org/building/1108
"Châteaudun, Église de la Madeleine",,1135,,48.06850052,1.325389981,458,http://mappinggothic.org/building/1109
"Clairvaux, Abbaye",,,,46.57550049,5.750110149,459,http://mappinggothic.org/building/1110
"Clamecy, Église Saint-Martin",,1215,,47.45999908,3.519320011,460,http://mappinggothic.org/building/1111
"Clermont-Ferrand, Cathédrale Notre-Dame",,,,45.77870178,3.085738897,461,http://mappinggothic.org/building/1112
"Köln, Hohe Domkirche St. Peter und Maria",,,,50.94129944,6.958169937,462,http://mappinggothic.org/building/1113
"Coutances, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1190,0,49.04759979,-1.444245219,463,http://mappinggothic.org/building/1114
"Créteil, Église Saint-Christophe",,,,48.7942009,2.461199999,464,http://mappinggothic.org/building/1115
"Dieppe, Église Saint-Jacques",,1191,,49.92559814,1.078529954,465,http://mappinggothic.org/building/1116
"Dijon, Cathédrale Saint-Bénigne",,,,47.32139969,5.034440041,466,http://mappinggothic.org/building/1117
"Dijon, Église Notre-Dame",,1220,,47.32260132,5.041583538,467,http://mappinggothic.org/building/1118
"Dol-de-Bretagne, Cathédrale Saint-Samson",,,,48.55089951,-1.755630016,468,http://mappinggothic.org/building/1119
"Domont, Église Sainte-Marie-Madeleine",,1155,,49.02679825,2.326309919,469,http://mappinggothic.org/building/1120
"Dourdan, Église Saint-Germaine-l’Auxerrois",,,,48.52920151,2.011670113,470,http://mappinggothic.org/building/1121
"Ébreuil, Église Saint-Léger",,,,46.11470032,3.088099957,471,http://mappinggothic.org/building/1122
"Etampes, Collégiale Notre-Dame-du-Fort",Collégiale Notre-Dame-du-Fort,1130,,48.43500137,2.164170027,472,http://mappinggothic.org/building/1123
"Etampes, Église Saint-Martin",Église Saint-Martin,1145,,48.42620087,2.139559984,473,http://mappinggothic.org/building/1124
"Évreux, Cathédrale Notre-Dame",,1145,,49.02420044,1.151010036,474,http://mappinggothic.org/building/1125
"Fécamp, Église de la Trinité",,1168,,49.75540161,0.381552994,475,http://mappinggothic.org/building/1126
"Flavigny-sur-Ozerain, Abbaye Saint-Joseph-de-Clairval",,,,47.51089859,4.53098011,476,http://mappinggothic.org/building/1127
"Fontevrault, Abbaye",,1000,,47.1814003,0.052299999,477,http://mappinggothic.org/building/1128
"Gallardon, Église Saint-Pierre-Saint-Paul",,,,48.52519989,1.68809998,478,http://mappinggothic.org/building/1129
"Gisors, Église Saint-Gervais-Saint-Protais",Église Saint-Gervais-Saint-Protais,1220,,49.27930069,1.77583003,479,http://mappinggothic.org/building/1130
"Gonesse, Église Saint-Pierre-Saint-Paul",,1200,,48.98799896,2.447580099,480,http://mappinggothic.org/building/1131
"Hambye, Église Notre-Dame",,,,48.92179871,-1.264729977,481,http://mappinggothic.org/building/1132
"Jouy-le-Moutier, Église Notre-Dame",,,,49.01610184,2.046700001,482,http://mappinggothic.org/building/1133
"Jumièges, Abbaye",Abbaye,1030,,49.43209839,0.819489002,483,http://mappinggothic.org/building/1134
"Juziers, Église Saint-Michel",Église Saint-Michel,,,48.99240112,1.860577941,484,http://mappinggothic.org/building/1135
"Langres, Cathédrale Saint-Mammès",Cathédrale Saint-Mammès,,,47.86420059,5.335279942,485,http://mappinggothic.org/building/1136
"Lausanne, Cathédrale Notre-Dame",,1170,,46.52259827,6.63560009,486,http://mappinggothic.org/building/1137
"Laval, Église Notre-Dame-d’Aveniéres",,,,48.05989838,-0.762875021,487,http://mappinggothic.org/building/1138
"Lavannes, Église Saint-Lambert",Église Saint-Lambert,,,49.31420135,4.170879841,488,http://mappinggothic.org/building/1139
"Le Mans, Cathédrale Saint-Julien",Cathédrale Saint-Julien,1217,,48.00920105,0.198826998,489,http://mappinggothic.org/building/1140
"Les Andelys, Collégiale Notre-Dame",Collégiale Notre-Dame,,,49.24729919,1.422698617,490,http://mappinggothic.org/building/1141
"Lillers, Collégiale Saint-Omer",Collégiale Saint-Omer,,,,,491,http://mappinggothic.org/building/1142
"Limoges, Cathédrale Saint-Étienne",Cathédrale Saint-Étienne,,,45.82889938,1.266669989,492,http://mappinggothic.org/building/1143
"Lisieux, Cathédrale Saint-Pierre",,1160,,49.14649963,0.226953998,493,http://mappinggothic.org/building/1144
"Louviers, Église Notre-Dame",Église Notre-Dame,,,49.21289825,1.17019999,494,http://mappinggothic.org/building/1145
"Lyon, Cathédrale Saint-Jean-Baptiste",,,,45.76070023,4.827600002,495,http://mappinggothic.org/building/1146
"Mantes-la-Jolie, Collégiale Notre-Dame",,1160,0,48.99029922,1.72033,496,http://mappinggothic.org/building/1147
"Marcilly-sur-Eure, Abbaye du Breuil-Benoît",,1180,,48.82540131,1.346179962,497,http://mappinggothic.org/building/1148
"Mareil-Marly, Église Saint-Étienne",,,,48.88169861,2.078079939,498,http://mappinggothic.org/building/1149
"Marmoutier, Abbaye Saint-Martin",,,,48.69060135,7.382480145,499,http://mappinggothic.org/building/1150
"Metz, Cathédrale Saint-Étienne",,,,49.12020111,6.175799847,500,http://mappinggothic.org/building/1151
"Mont-Saint-Michel, Abbaye",,,,48.63600159,-1.511320829,501,http://mappinggothic.org/building/1152
"Montier-lés-Cherlieu, Abbaye de Cherlieu",,,,47.79970169,5.812220097,502,http://mappinggothic.org/building/1153
"Montreuil-sous-Bois, Église Saint-Pierre-Saint-Paul",Église Saint-Pierre-Saint-Paul,1210,,48.86370087,2.444760084,503,http://mappinggothic.org/building/1154
"Montréal, Église Notre-Dame",,,,35.11962775,33.92923594,504,http://mappinggothic.org/building/1155
"Mortemer, Abbaye",,,,49.36959839,1.481240034,505,http://mappinggothic.org/building/1156
"Mouzon, Église Notre-Dame",,1200,,49.60540009,5.075970173,506,http://mappinggothic.org/building/1157
"Mussy-sur-Seine, Église Saint-Pierre-és-Liens",,,,47.97890091,4.496150017,507,http://mappinggothic.org/building/1158
"Narbonne, Cathédrale Saint-Just-Saint-Pasteur",,,,43.18470001,3.003789902,508,http://mappinggothic.org/building/1159
"Nesles-la-Vallée, Église Saint-Symphorien",,,,49.1291008,2.169680119,509,http://mappinggothic.org/building/1160
"Nevers, Cathédrale Saint-Cyr-Sainte-Juiliette",Cathédrale Saint-Cyr-Sainte-Juiliette,,,46.98720169,3.157350063,510,http://mappinggothic.org/building/1161
"Orléans, Cathédrale Sainte-Croix",Cathédrale Sainte-Croix,1287,,47.90190125,1.910279989,511,http://mappinggothic.org/building/1162
"Ouistreham, Église Saint-Samson",,,,35.12150572,33.92833471,512,http://mappinggothic.org/building/1163
"Paris, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1160,0,48.85279969,2.350301743,513,http://mappinggothic.org/building/1164
"Paris, Église Saint-Germain-des-Prés",Église Saint-Germain-des-Prés,1145,0,48.85400009,2.33453989,514,http://mappinggothic.org/building/1165
"Paris, Église Saint-Martin-des-Champs",Église Saint-Martin-des-Champs,1140,0,48.86589813,2.355070114,515,http://mappinggothic.org/building/1166
"Paris, Église Saint-Pierre-de-Montmartre",Église Saint-Pierre-de-Montmartre,1150,,48.88669968,2.342180014,516,http://mappinggothic.org/building/1167
"Paris, Sainte-Chapelle",Sainte-Chapelle,,,48.85540009,2.34506011,517,http://mappinggothic.org/building/1168
"Poissy, Collégiale Notre-Dame",,1150,,48.94432035,2.05701828,518,http://mappinggothic.org/building/1169
"Poissy, Église Saint-Louis",,,,48.92860031,2.041800022,519,http://mappinggothic.org/building/1170
"Poitiers, Cathédrale Saint-Pierre",Cathédrale Saint-Pierre,1160,0,46.58029938,0.349456996,520,http://mappinggothic.org/building/1171
"Pont-de-l’Arche, Abbaye Notre-Dame de Bonport",,1190,,49.3064003,1.134840012,521,http://mappinggothic.org/building/1172
"Pontigny, Église Notre-Dame",,1120,,47.90950012,3.714679956,522,http://mappinggothic.org/building/1173
"Pontoise, Cathédrale Saint-Maclou",,1145,,49.05049896,2.097379923,523,http://mappinggothic.org/building/1174
"Pontoise, Église Saint-Martin",,,,49.04880142,2.092959881,524,http://mappinggothic.org/building/1175
"Prégilbert, Église Notre-Dame",,,,47.63439941,3.667081118,525,http://mappinggothic.org/building/1176
"Puiseaux, Église Notre-Dame",,,,48.20439911,2.472300053,526,http://mappinggothic.org/building/1177
"Rouen, Cathédrale Notre-Dame",,1190,0,49.44010162,1.094937682,527,http://mappinggothic.org/building/1178
"Rouen, Église Saint-Ouen",,,,49.44260025,1.099850059,528,http://mappinggothic.org/building/1179
"Royaumont, Abbaye",,1228,,49.14770126,2.381989002,529,http://mappinggothic.org/building/1180
"Saint-Aignan-sur-Cher, Collégiale Saint-Aignan",,,,47.26919937,1.376049995,530,http://mappinggothic.org/building/1181
"Saint-Denis, Église Saint-Denis",Église Saint-Denis,1137,0,48.9353981,2.359950066,531,http://mappinggothic.org/building/1182
"Saint-Germain-en-Laye, Chapelle",,,,48.89759827,2.095831156,532,http://mappinggothic.org/building/1183
"Saint-Jouin-de-Marnes, Abbaye",Abbaye,,,46.88159943,-0.051821999,533,http://mappinggothic.org/building/1184
"Saint-Malo, Cathédrale Saint-Vincent-de-Saragosse",,,,48.6495018,-2.025549889,534,http://mappinggothic.org/building/1185
"Saint-Maur-des-Fossés, Église Saint-Nicolas",Église Saint-Nicolas,,,48.8125,2.472630024,535,http://mappinggothic.org/building/1186
"Saint-Nicolas-lés-Cîteaux, Abbaye Notre-Dame-de-Cîteaux",,,,47.12810135,5.093332767,536,http://mappinggothic.org/building/1187
"Saint-Omer, Cathédrale Notre-Dame",,,,50.74720001,2.252779961,537,http://mappinggothic.org/building/1188
"Saint-Père-sous-Vézelay, Église Notre-Dame",,1230,,47.45819855,3.765589952,538,http://mappinggothic.org/building/1189
"Saint-Pourçain-sur-Sioule, Église Sainte-Croix",,,,46.30788465,3.290192485,539,http://mappinggothic.org/building/1190
"Saint-Sulpice-de-Faviéres, Église Saint-Sulpice",Église Saint-Sulpice,,,48.54130173,2.179009914,540,http://mappinggothic.org/building/1191
"Saint-Thibault-en-Auxois, Église Saint-Thibault",Église Saint-Thibault,,,47.37229919,4.471980095,541,http://mappinggothic.org/building/1192
"Saint-Wandrille, Abbaye",,,,49.52890015,0.768284023,542,http://mappinggothic.org/building/1193
"Santeuil, Église Saint-Pierre-Saint-Paul",,,,43.89475354,22.17201948,543,http://mappinggothic.org/building/1194
"Semur-en-Auxois, Église Notre-Dame",Église Notre-Dame,1225,,47.49039841,4.332711697,544,http://mappinggothic.org/building/1195
"Sées, Cathédrale Notre-Dame",Cathédrale Notre-Dame,1240,,48.6053009,0.172873423,545,http://mappinggothic.org/building/1196
"Strasbourg, Cathédrale Notre-Dame",,,,48.58200073,7.751428604,546,http://mappinggothic.org/building/1197
"Taverny, Église Notre-Dame-de-l’Assomption",,,,49.03039932,2.227740049,547,http://mappinggothic.org/building/1198
"Toul, Cathédrale Saint-Étienne",,,,48.67520142,5.89470005,548,http://mappinggothic.org/building/1199
"Toulouse, Église des Jacobins",,,,43.60352325,1.440119982,549,http://mappinggothic.org/building/1200
"Tournai, Cathédrale Notre-Dame",,1225,0,50.60649872,3.388900042,550,http://mappinggothic.org/building/1201
"Tours, Cathédrale Saint-Gatien",Cathédrale Saint-Gatien,,,47.39559937,0.694462001,551,http://mappinggothic.org/building/1202
"Tours, Église Saint-Martin",Église Saint-Martin,,,47.39260101,0.68305701,552,http://mappinggothic.org/building/1203
"Valenciennes, Église Notre-Dame-la-Grande",Église Notre-Dame-la-Grande,,,,,553,http://mappinggothic.org/building/1204
"Varzy, Église Saint-Pierre",,,,47.35910034,3.385930061,554,http://mappinggothic.org/building/1205
"Vaucelles, Abbaye Notre-Dame",Abbaye Notre-Dame,,,50.07640076,3.222259998,555,http://mappinggothic.org/building/1206
"Vaux-de-Cernay, Église Notre-Dame-Saint-Jean-Baptiste",,1160,,48.68330002,1.936390042,556,http://mappinggothic.org/building/1207
"Vendôme, Église de la Trinité",,,,47.79119873,1.06915462,557,http://mappinggothic.org/building/1208
"Vézelay, Église Sainte-Marie-Madeleine",,1130,,47.46640015,3.748980045,558,http://mappinggothic.org/building/1209
"Villeveyrac, Abbaye de Valmagne",,,,43.48730087,3.562220097,559,http://mappinggothic.org/building/1210
"Angers, Cathédrale Saint-Maurice",Cathédrale Saint-Maurice,,,47.47040176,-0.554754972,560,http://mappinggothic.org/building/1212
"Paris, Église Saint-Etienne du Mont",Église Saint-Etienne du Mont,1492,,48.84659958,2.347990036,561,http://mappinggothic.org/building/1213
"Paris, Église Saint-Germain-l’Auxerrois",Église Saint-Germain-l’Auxerrois,,,48.85950089,2.341300011,562,http://mappinggothic.org/building/1214
"Paris, Église Saint-Severin",Église Saint-Severin,,,48.85210037,2.345700026,563,http://mappinggothic.org/building/1215
"Caen, Église Saint-Nicolas",,,,49.18379974,-0.375,564,http://mappinggothic.org/building/1216
"Châlons-en-Champagne, Cathédrale Saint-Étienne",,,,48.95517146,4.357850075,565,http://mappinggothic.org/building/1217
"Gisors, Château",Château,,,49.28089905,1.774420261,566,http://mappinggothic.org/building/1218
"Les Andelys, Château Gaillard",Château Gaillard,,,49.23804474,1.403069973,567,http://mappinggothic.org/building/1219
"Rouen, Église Saint-Maclou",,,,49.43970108,1.098279953,568,http://mappinggothic.org/building/1220
"Alençon, Église Notre-Dame",,1474,,48.42979813,0.089147329,569,http://mappinggothic.org/building/1221
"Bernay, Église Notre-Dame",,1020,,49.08950043,0.598529637,570,http://mappinggothic.org/building/1222
"Cerisy-la-Forêt, Église Saint-Vigor",,,,49.19710159,-0.932500005,571,http://mappinggothic.org/building/1223
"Eu, Collégiale Notre-Dame-Saint-Laurent",,,,50.04880142,1.419639945,572,http://mappinggothic.org/building/1224
"Saint-Gabriel-Brécy, Abbaye",,,,49.27939987,-0.564511001,573,http://mappinggothic.org/building/1225
"Saint-Loup-de-Naud, Église Saint-Loup",,,,48.53620148,3.208879948,574,http://mappinggothic.org/building/1226
"Brive-la-Gaillarde, Eglise",,,,45.1590004,1.533169985,575,http://mappinggothic.org/building/1240
"Santiago-de-Compostela, Cathedral de Santiago",,,,42.88069916,-8.544409752,576,http://mappinggothic.org/building/1242
"Arles, Église Saint-Trophime",Église Saint-Trophime,1150,,43.67660141,4.628290176,577,http://mappinggothic.org/building/1247
"Istanbul, St. John Studios",,0,0,40.99614388,28.92862439,578,http://mappinggothic.org/building/1250
"Istanbul, Sergius and Bacchus",,0,0,41.00279999,28.97220039,579,http://mappinggothic.org/building/1253
"Aleppo, St. Simeon Stylites",,480,0,36.2405014,37.61600113,580,http://mappinggothic.org/building/1255
"Gerasa, Temple of Artemis",,,,32.2818985,35.89089966,581,http://mappinggothic.org/building/1258
"Gerasa, Cathedral of Gerasa",,375,0,32.2804985,35.89179993,582,http://mappinggothic.org/building/1259
"Gerasa, St. Theodore",,494,,32.28079987,35.89110184,583,http://mappinggothic.org/building/1260
"Gerasa, St. Cosmos and Damian",,464,,32.28139877,35.88959885,584,http://mappinggothic.org/building/1261
"Gerasa, St. John the Baptist",,464,,32.28129959,35.88949966,585,http://mappinggothic.org/building/1262
"Gerasa, St. George",,464,0,32.28110123,35.88940048,586,http://mappinggothic.org/building/1263
"Gerasa, Sts. Peter and Paul",,,,32.27930069,35.88790131,587,http://mappinggothic.org/building/1264
"Gerasa, Temple of Zeus",,,,32.27640152,35.88990021,588,http://mappinggothic.org/building/1265
"Gerasa, Forum",,,,32.27750015,35.89080048,589,http://mappinggothic.org/building/1266
"Gerasa, South Tetrapylon",,,,32.27930069,35.89170074,590,http://mappinggothic.org/building/1267
"Borgo, San Giovanni",,,,46.52709961,11.4520998,591,http://mappinggothic.org/building/1268
"Abbeville, Église Saint-Vulfran",,,,50.10480118,1.831940055,592,http://mappinggothic.org/building/1276
"Angoulême, Cathédrale Saint-Pierre",,,,45.64889908,0.151666999,593,http://mappinggothic.org/building/1277
"Antwerpen, Onze-Lieve-Vrouwekathedraal (Cathedral of Our Lady)",,0,0,51.22040176,4.401519775,594,http://mappinggothic.org/building/1278
"Arras, Église Saint-Vaast",Église Saint-Vaast,0,0,50.29299927,2.774600029,595,http://mappinggothic.org/building/1279
"Bar-sur-Aube, Église Saint-Maclou",,1159,,48.23139954,4.70690012,596,http://mappinggothic.org/building/1280
"Bar-sur-Aube, Église Saint-Etienne",,,,48.23479843,4.704609871,597,http://mappinggothic.org/building/1281
"Barfleur, Église Saint-Nicolas",,,,49.67259979,-1.25999999,598,http://mappinggothic.org/building/1282
"Bruxelles, Cathédrale Saint-Michel-Saint-Gudule",Cathédrale Saint-Michel-Saint-Gudule,0,0,50.84790039,4.36026001,599,http://mappinggothic.org/building/1283
"Caen, Église Saint-Pierre",,,,49.18389893,-0.360700011,600,http://mappinggothic.org/building/1284
"Canterbury, Cathedral of Christ Church",,,,51.27965912,1.083221018,601,http://mappinggothic.org/building/1285
"Chartres, Église Saint-Andre",Église Saint-Andre,0,0,48.44409943,1.483540058,602,http://mappinggothic.org/building/1286
"Clermont-Ferrand, Église Notre-Dame-du-Port",,,,45.7806015,3.089730024,603,http://mappinggothic.org/building/1287
"Crécy-la-Chapelle, Collégiale Notre-Dame-de-l’Assomption",,,,48.85540009,2.911776066,604,http://mappinggothic.org/building/1288
"Dinan, Église Saint-Sauveur",,,,48.45349884,-2.041340113,605,http://mappinggothic.org/building/1289
"Etampes, Église Saint-Basile",Église Saint-Basile,,,48.43590164,2.161170006,606,http://mappinggothic.org/building/1290
"Frouville, Église Saint-Martin",,,,49.14820099,2.150500059,607,http://mappinggothic.org/building/1291
"Genève, Cathédrale Saint-Pierre",,,,46.2010994,6.148610115,608,http://mappinggothic.org/building/1292
"L’Épine, Église Notre-Dame",,0,0,48.97700119,4.470399857,609,http://mappinggothic.org/building/1293
"Melun, Église Saint-Aspais",,,,48.53900146,2.659280062,610,http://mappinggothic.org/building/1294
"Narbonne, Collégiale Saint-Paul",,,,43.18159866,2.999480009,611,http://mappinggothic.org/building/1295
"Narbonne, Église Sainte-Marie-de-Lamourguier",,,,43.18090057,3.004100084,612,http://mappinggothic.org/building/1296
"Paray-le-Monial, Église Notre-Dame",,1130,,46.4496994,4.121389866,613,http://mappinggothic.org/building/1297
"Périgueux, Cathédrale Saint-Front",,,,45.18360138,0.722778022,614,http://mappinggothic.org/building/1298
"Pierrefonds, Château de Pierrefonds",Château de Pierrefonds,,,49.34680176,2.980060101,615,http://mappinggothic.org/building/1299
"Périgueux, Église Saint-Etienne",,,,45.18180084,0.714727998,616,http://mappinggothic.org/building/1300
"Provins, Église Saint-Ayoul",Église Saint-Ayoul,,,48.56060028,3.303410053,617,http://mappinggothic.org/building/1301
"Toulouse, Église Saint-Sernin",,,,43.60856572,1.442320347,618,http://mappinggothic.org/building/1302
"Toulouse, Cathédrale Saint-Etienne",,,,43.59999847,1.450749993,619,http://mappinggothic.org/building/1303
"Tournus, Église Saint-Philibert",Église Saint-Philibert,,,46.56579971,4.908800125,620,http://mappinggothic.org/building/1304
"Angers, Tour Saint-Aubin",Tour Saint-Aubin,0,0,47.46889877,-0.553560019,621,http://mappinggothic.org/building/1305
"Provins, Tour de César",Tour de César,,,48.56140137,3.290100098,622,http://mappinggothic.org/building/1306
"Provins, City Walls",City Walls,,,48.56409836,3.283774853,623,http://mappinggothic.org/building/1307
Circus Maximus,,,,41.88619995,12.48550034,624,http://mappinggothic.org/building/1312
Basilica Maxentius,,,,41.89170074,12.48820019,625,http://mappinggothic.org/building/1313
Temple of Saturn,,,,41.89239883,12.48419952,626,http://mappinggothic.org/building/1314
Basilica Ulpia,,,,41.89419937,12.48449993,627,http://mappinggothic.org/building/1315
Basilica Julia,,,,41.89210129,12.48490047,628,http://mappinggothic.org/building/1316
Basilica Amelia,,,,41.89250183,12.48589993,629,http://mappinggothic.org/building/1317
"Les Andelys, Église Saint-Sauveur",Église Saint-Sauveur,1210,,49.24219894,1.399799943,630,http://mappinggothic.org/building/1318
"Argentan, Cathédrale Notre-Dame",,,,48.7465,-0.0232,631,http://mappinggothic.org/building/1319
"Autun, Cathédrale Saint-Lazare",,,,46.94490051,4.299129963,632,http://mappinggothic.org/building/1322
"Liège, Église Saint-Jacques",,,,50.63700104,5.570400238,633,http://mappinggothic.org/building/1323
"Meobecq, Saint-Pierre",,,,46.73680115,1.411999941,634,http://mappinggothic.org/building/1324
"Orléans, Collégiale Saint-Aignan",Collégiale Saint-Aignan,,,47.89910126,1.915500045,635,http://mappinggothic.org/building/1325
"Riom, Église Saint-Amable",,,,45.89400101,3.111700058,636,http://mappinggothic.org/building/1326
"Auxonne, Église Notre-Dame",,,,47.19390106,5.388361454,637,http://mappinggothic.org/building/1327
"Chalon-sur-Saône, Cathédrale Saint-Vincent",,,,46.7826004,4.859049797,638,http://mappinggothic.org/building/1328
"Poitiers, Notre-Dame-la-Grande",Notre-Dame-la-Grande,,,46.58319855,0.344134003,639,http://mappinggothic.org/building/1329
"Poitiers, Saint-Hilaire",Saint-Hilaire,,,46.57730103,0.332897991,640,http://mappinggothic.org/building/1330
"Poitiers, Sainte-Radegonde",Sainte-Radegonde,,,46.57979965,0.352091998,641,http://mappinggothic.org/building/1331
"Pont-sur-Yonne, Église Notre-Dame",,,,48.28739929,3.204600096,642,http://mappinggothic.org/building/1332
"Lissewege, Eglise",,,,51.2942009,3.199120045,643,http://mappinggothic.org/building/1333
"Saint-Pol-de-Leon, Cathédrale Saint-Paul-Aurélien",,,,48.68479919,-3.986200094,644,http://mappinggothic.org/building/1334
"Saint-Riquier, Église Saint-Riquier",,,,50.13399887,1.948510051,645,http://mappinggothic.org/building/1335
"Trier, Liebrauen",,,,49.75579834,6.643099785,646,http://mappinggothic.org/building/1336
"Vernouillet, Église Saint-Étienne",,,,48.97169876,1.983639956,647,http://mappinggothic.org/building/1337
"Vincennes, Chapelle du Château de Vincennes",Chapelle du Château de Vincennes,,,48.84230042,2.436389923,648,http://mappinggothic.org/building/1338
"Bourges, Saint-Pierre-le-Guillard",Saint-Pierre-le-Guillard,,,47.08229828,2.392960072,649,http://mappinggothic.org/building/1339
"Fontenay, Abbaye",,1130,,47.64039993,4.389362812,650,http://mappinggothic.org/building/1341
"Bar-sur-Seine, Église Saint-Etienne",,,,46.6269989,1.691349983,651,http://mappinggothic.org/building/1343
"Chaource, Église Saint-Jean-Baptiste",,,,46.6269989,1.691349983,652,http://mappinggothic.org/building/1344
"Poitiers, Ducal Palace",Ducal Palace,,,45.92060089,0.3515625,653,http://mappinggothic.org/building/1346
"Poitiers, Église Saint-Jean-de-Montierneuf",Église Saint-Jean-de-Montierneuf,,,46.07320023,0.175780997,654,http://mappinggothic.org/building/1347
"Tours, Église Saint-Julien",Église Saint-Julien,,,46.67959976,3.164060116,655,http://mappinggothic.org/building/1348
"Poitiers, Baptistère Saint-Jean",Baptistère Saint-Jean,,,46.19499969,0.527343988,656,http://mappinggothic.org/building/1349
"Sebaste, Cathedral of St. John the Baptist",,1168,,32.27670338,35.19608474,657,http://mappinggothic.org/building/1351
"Syria, Crac de Chevaliers",,,,32.58269882,35.54290009,658,http://mappinggothic.org/building/1352
"Jerusalem, Church of the Holy Sepulchre",,,,31.77849048,35.23000932,659,http://mappinggothic.org/building/1353
"Abu Ghosh, Church of the Resurrection",,1112,,31.80748181,35.10753846,660,http://mappinggothic.org/building/1354
"Bordeaux, Cathédrale Saint-André",,1280,,44.83769989,-0.577575624,661,http://mappinggothic.org/building/1355
"Rennes, Cathédrale Saint-Pierre",Cathédrale Saint-Pierre,,,48.11159897,-1.683232546,662,http://mappinggothic.org/building/1356
"Vannes, Cathédrale Saint-Pierre",Cathédrale Saint-Pierre,,,47.65790176,-2.75662446,663,http://mappinggothic.org/building/1357
"Cahors, Palais des Papes",Palais des Papes,,,44.4455986,1.441465855,664,http://mappinggothic.org/building/1360
"Paris, Saint-Étienne",Saint-Étienne,,,48.82289886,2.276370049,665,http://mappinggothic.org/building/1361
"Paris, Eglise Saint-Eustache",Eglise Saint-Eustache,,,,,666,http://mappinggothic.org/building/1362
"Avignon, Palais des Papes",,,,43.95029831,4.806602478,667,http://mappinggothic.org/building/1366
"Cahors, Cathédrale Saint-Étienne",Cathédrale Saint-Étienne,,,44.44729996,1.44303,668,http://mappinggothic.org/building/1367
"Rodez, Cathédrale Notre-Dame",,,,44.35080338,2.574179888,669,http://mappinggothic.org/building/1368
"Paris, Église Saint-Eustache",Église Saint-Eustache,,,48.86339951,2.34510994,670,http://mappinggothic.org/building/1369
"Paris, Église Saint-Gervais-Saint-Protais",Église Saint-Gervais-Saint-Protais,,,48.85549927,2.354660034,671,http://mappinggothic.org/building/1370
"Paris, Église Saint-Julien-le-Pauvre",Église Saint-Julien-le-Pauvre,,,48.85200119,2.347160101,672,http://mappinggothic.org/building/1371
"Paris, Église Saint-Leu-Saint-Gilles",Église Saint-Leu-Saint-Gilles,,,48.86289978,2.350090027,673,http://mappinggothic.org/building/1372
"Paris, Église Saint-Merri",Église Saint-Merri,,,48.85910034,2.350869894,674,http://mappinggothic.org/building/1373
"Paris, Église Saint-Nicolas-des-Champs",Église Saint-Nicolas-des-Champs,,,48.8655014,2.354239941,675,http://mappinggothic.org/building/1374
"La-Charité-sur-Loire, Église Notre-Dame",,1055,,47.17760086,3.01748991,676,http://mappinggothic.org/building/1375
"Paris, Église Saint-Germain-de-Charonne",Église Saint-Germain-de-Charonne,,,48.86050034,2.404034376,677,http://mappinggothic.org/building/1376
"Bordeaux, Église Sainte-Croix",,,,44.83110046,-0.560657024,678,http://mappinggothic.org/building/1377
"Bethlehem, Church of the Nativity",,,,31.70429993,35.2076683,679,http://mappinggothic.org/building/1378
"Conques, Eglise Sainte-Foy",Eglise Sainte-Foy,,,44.5992012,2.398159504,680,http://mappinggothic.org/building/1379
"Moissac, Abbatial Saint-Pierre",,,,44.10540009,1.084961414,681,http://mappinggothic.org/building/1380
Some New Building,,,,,,682,http://mappinggothic.org/building/1381
Cluny III,,,,46.43510056,4.658463001,683,http://mappinggothic.org/building/1382
Abbey Church of Montecassino,,,,41.49069977,13.81422806,684,http://mappinggothic.org/building/1383
"Sant’Angelo in Formis, Amalfi",Amalfi,,,40.6344986,14.60357857,685,http://mappinggothic.org/building/1384
Mosque of Mahida,,,,35.50400162,11.07195568,686,http://mappinggothic.org/building/1385
Verona,,,,45.44540024,11.00037956,687,http://mappinggothic.org/building/1402
Novara Cathedral,,,,45.44571279,8.620121574,688,http://mappinggothic.org/building/1405
"Milan, San Lorenzo",,,,45.45822974,9.182086587,689,http://mappinggothic.org/building/1406
"Milan, Sant’Ambrogio",,,,45.46256027,9.175975323,690,http://mappinggothic.org/building/1407
"Milan, San Vicenzo",,,,,,691,http://mappinggothic.org/building/1408
"Oleggio, San Michele",,,,45.59971619,8.625559807,692,http://mappinggothic.org/building/1409
